day,route_id,stop_name,hour,boarding_count,alighting_count,occupancy,crowd_level
1,45,Panchasheel Square,21,7,3,4,LOW
1,45,Rahate Colony,21,5,6,3,LOW
1,45,Ajni Square,21,7,8,2,LOW
1,45,Chatrapati Square,21,3,4,1,LOW
1,45,Ujjwal Nagar,21,7,8,0,LOW
1,45,Airport,21,4,4,0,LOW
1,45,Chinchbhavan,21,8,6,2,LOW
1,45,Khapri,21,8,5,5,LOW
1,45,Ashokwan,21,9,7,7,LOW
1,45,Mohgaon,21,9,5,11,LOW
1,45,Butibori,21,4,6,9,LOW
1,33,Burdi,21,4,8,0,LOW
1,33,Panchasheel Square,21,6,4,2,LOW
1,33,Rahate Colony,21,3,6,0,LOW
1,33,Ajni Square,21,5,8,0,LOW
1,33,Chatrapati Square,21,5,7,0,LOW
1,33,Ujjwal Nagar,21,8,7,1,LOW
1,33,Airport,21,7,6,2,LOW
1,33,Chinchbhavan,21,3,6,0,LOW
1,33,Khapri,21,5,9,0,LOW
1,33,Ashokwan,21,8,8,0,LOW
1,33,Mohgaon,21,7,3,4,LOW
1,33,Butibori,21,6,9,1,LOW
2,61,Burdi,5,5,4,1,LOW
2,61,Panchasheel Square,5,4,4,1,LOW
2,61,Rahate Colony,5,3,7,0,LOW
2,61,Ajni Square,5,8,5,3,LOW
2,61,Chatrapati Square,5,9,8,4,LOW
2,61,Ujjwal Nagar,5,6,6,4,LOW
2,61,Airport,5,4,5,3,LOW
2,61,Chinchbhavan,5,9,7,5,LOW
2,61,Khapri,5,8,5,8,LOW
2,61,Ashokwan,5,7,6,9,LOW
2,61,Mohgaon,5,9,7,11,LOW
2,61,Butibori,5,7,7,11,LOW
2,45,Burdi,5,4,5,0,LOW
2,45,Panchasheel Square,5,9,3,6,LOW
2,45,Rahate Colony,5,8,7,7,LOW
2,45,Ajni Square,5,5,9,3,LOW
2,45,Chatrapati Square,5,3,3,3,LOW
2,45,Ujjwal Nagar,5,5,6,2,LOW
2,45,Airport,5,7,5,4,LOW
2,45,Chinchbhavan,5,4,4,4,LOW
2,45,Khapri,5,9,7,6,LOW
2,45,Ashokwan,5,3,4,5,LOW
2,45,Mohgaon,5,4,9,0,LOW
2,45,Butibori,5,4,4,0,LOW
2,33,Burdi,5,4,8,0,LOW
2,33,Panchasheel Square,5,8,4,4,LOW
2,33,Rahate Colony,5,8,9,3,LOW
2,33,Ajni Square,5,6,7,2,LOW
2,33,Chatrapati Square,5,7,7,2,LOW
2,33,Ujjwal Nagar,5,3,6,0,LOW
2,33,Airport,5,7,9,0,LOW
2,33,Chinchbhavan,5,8,4,4,LOW
2,33,Khapri,5,5,3,6,LOW
2,33,Ashokwan,5,8,8,6,LOW
2,33,Mohgaon,5,7,9,4,LOW
2,33,Butibori,5,9,4,9,LOW
2,61,Burdi,6,3,5,0,LOW
2,61,Panchasheel Square,6,4,5,0,LOW
2,61,Rahate Colony,6,5,6,0,LOW
2,61,Ajni Square,6,8,4,4,LOW
2,61,Chatrapati Square,6,5,7,2,LOW
2,61,Ujjwal Nagar,6,6,9,0,LOW
2,61,Airport,6,7,9,0,LOW
2,61,Chinchbhavan,6,9,7,2,LOW
2,61,Khapri,6,4,5,1,LOW
2,61,Ashokwan,6,8,9,0,LOW
2,61,Mohgaon,6,8,3,5,LOW
2,61,Butibori,6,9,6,8,LOW
2,45,Burdi,6,3,8,0,LOW
2,45,Panchasheel Square,6,5,3,2,LOW
2,45,Rahate Colony,6,7,6,3,LOW
2,45,Ajni Square,6,6,5,4,LOW
2,45,Chatrapati Square,6,9,8,5,LOW
2,45,Ujjwal Nagar,6,4,4,5,LOW
2,45,Airport,6,6,5,6,LOW
2,45,Chinchbhavan,6,4,6,4,LOW
2,45,Khapri,6,8,5,7,LOW
2,45,Ashokwan,6,3,8,2,LOW
2,45,Mohgaon,6,9,4,7,LOW
2,45,Butibori,6,4,7,4,LOW
2,33,Burdi,6,8,9,0,LOW
2,33,Panchasheel Square,6,6,8,0,LOW
2,33,Rahate Colony,6,3,3,0,LOW
2,33,Ajni Square,6,5,5,0,LOW
2,33,Chatrapati Square,6,9,9,0,LOW
2,33,Ujjwal Nagar,6,9,3,6,LOW
2,33,Airport,6,9,9,6,LOW
2,33,Chinchbhavan,6,4,3,7,LOW
2,33,Khapri,6,9,6,10,LOW
2,33,Ashokwan,6,3,8,5,LOW
2,33,Mohgaon,6,3,4,4,LOW
2,33,Butibori,6,3,7,0,LOW
2,61,Burdi,7,21,5,16,MEDIUM
2,61,Panchasheel Square,7,9,15,10,LOW
2,61,Rahate Colony,7,15,7,18,MEDIUM
2,61,Ajni Square,7,11,12,17,MEDIUM
2,61,Chatrapati Square,7,8,14,11,LOW
2,61,Ujjwal Nagar,7,15,4,22,MEDIUM
2,61,Airport,7,7,12,17,MEDIUM
2,61,Chinchbhavan,7,11,6,22,MEDIUM
2,61,Khapri,7,8,6,24,MEDIUM
2,61,Ashokwan,7,12,5,31,MEDIUM
2,61,Mohgaon,7,17,9,39,HIGH
2,61,Butibori,7,10,11,38,HIGH
2,45,Burdi,7,23,7,16,MEDIUM
2,45,Panchasheel Square,7,11,11,16,MEDIUM
2,45,Rahate Colony,7,24,5,35,HIGH
2,45,Ajni Square,7,14,12,37,HIGH
2,45,Chatrapati Square,7,10,17,30,MEDIUM
2,45,Ujjwal Nagar,7,24,5,49,HIGH
2,45,Airport,7,8,13,44,HIGH
2,45,Chinchbhavan,7,17,7,50,HIGH
2,45,Khapri,7,12,8,50,HIGH
2,45,Ashokwan,7,13,7,50,HIGH
2,45,Mohgaon,7,12,10,50,HIGH
2,45,Butibori,7,9,11,48,HIGH
2,33,Burdi,7,23,3,20,MEDIUM
2,33,Panchasheel Square,7,13,10,23,MEDIUM
2,33,Rahate Colony,7,19,3,39,HIGH
2,33,Ajni Square,7,9,12,36,HIGH
2,33,Chatrapati Square,7,11,14,33,MEDIUM
2,33,Ujjwal Nagar,7,19,4,48,HIGH
2,33,Airport,7,9,11,46,HIGH
2,33,Chinchbhavan,7,13,9,50,HIGH
2,33,Khapri,7,10,10,50,HIGH
2,33,Ashokwan,7,11,5,50,HIGH
2,33,Mohgaon,7,8,7,50,HIGH
2,33,Butibori,7,17,8,50,HIGH
2,61,Burdi,8,22,5,17,MEDIUM
2,61,Panchasheel Square,8,12,19,10,LOW
2,61,Rahate Colony,8,22,6,26,MEDIUM
2,61,Ajni Square,8,14,16,24,MEDIUM
2,61,Chatrapati Square,8,10,15,19,MEDIUM
2,61,Ujjwal Nagar,8,24,7,36,HIGH
2,61,Airport,8,6,11,31,MEDIUM
2,61,Chinchbhavan,8,9,11,29,MEDIUM
2,61,Khapri,8,8,7,30,MEDIUM
2,61,Ashokwan,8,9,9,30,MEDIUM
2,61,Mohgaon,8,9,5,34,MEDIUM
2,61,Butibori,8,8,7,35,HIGH
2,45,Burdi,8,20,7,13,LOW
2,45,Panchasheel Square,8,8,12,9,LOW
2,45,Rahate Colony,8,17,7,19,MEDIUM
2,45,Ajni Square,8,8,16,11,LOW
2,45,Chatrapati Square,8,9,18,2,LOW
2,45,Ujjwal Nagar,8,18,5,15,MEDIUM
2,45,Airport,8,7,9,13,LOW
2,45,Chinchbhavan,8,10,11,12,LOW
2,45,Khapri,8,8,11,9,LOW
2,45,Ashokwan,8,13,8,14,LOW
2,45,Mohgaon,8,12,10,16,MEDIUM
2,45,Butibori,8,16,6,26,MEDIUM
2,33,Burdi,8,18,4,14,LOW
2,33,Panchasheel Square,8,12,10,16,MEDIUM
2,33,Rahate Colony,8,17,4,29,MEDIUM
2,33,Ajni Square,8,8,15,22,MEDIUM
2,33,Chatrapati Square,8,9,15,16,MEDIUM
2,33,Ujjwal Nagar,8,19,6,29,MEDIUM
2,33,Airport,8,6,10,25,MEDIUM
2,33,Chinchbhavan,8,17,6,36,HIGH
2,33,Khapri,8,9,8,37,HIGH
2,33,Ashokwan,8,10,8,39,HIGH
2,33,Mohgaon,8,11,9,41,HIGH
2,33,Butibori,8,16,6,50,HIGH
2,61,Burdi,9,16,6,10,LOW
2,61,Panchasheel Square,9,11,16,5,LOW
2,61,Rahate Colony,9,20,3,22,MEDIUM
2,61,Ajni Square,9,10,11,21,MEDIUM
2,61,Chatrapati Square,9,11,10,22,MEDIUM
2,61,Ujjwal Nagar,9,18,4,36,HIGH
2,61,Airport,9,9,12,33,MEDIUM
2,61,Chinchbhavan,9,12,8,37,HIGH
2,61,Khapri,9,14,8,43,HIGH
2,61,Ashokwan,9,11,10,44,HIGH
2,61,Mohgaon,9,13,5,50,HIGH
2,61,Butibori,9,16,10,50,HIGH
2,45,Burdi,9,15,3,12,LOW
2,45,Panchasheel Square,9,10,19,3,LOW
2,45,Rahate Colony,9,15,7,11,LOW
2,45,Ajni Square,9,12,16,7,LOW
2,45,Chatrapati Square,9,11,18,0,LOW
2,45,Ujjwal Nagar,9,15,6,9,LOW
2,45,Airport,9,10,14,5,LOW
2,45,Chinchbhavan,9,13,8,10,LOW
2,45,Khapri,9,14,11,13,LOW
2,45,Ashokwan,9,11,5,19,MEDIUM
2,45,Mohgaon,9,9,5,23,MEDIUM
2,45,Butibori,9,13,10,26,MEDIUM
2,33,Burdi,9,24,6,18,MEDIUM
2,33,Panchasheel Square,9,9,11,16,MEDIUM
2,33,Rahate Colony,9,23,5,34,MEDIUM
2,33,Ajni Square,9,11,12,33,MEDIUM
2,33,Chatrapati Square,9,10,16,27,MEDIUM
2,33,Ujjwal Nagar,9,21,7,41,HIGH
2,33,Airport,9,5,10,36,HIGH
2,33,Chinchbhavan,9,16,6,46,HIGH
2,33,Khapri,9,17,10,50,HIGH
2,33,Ashokwan,9,11,5,50,HIGH
2,33,Mohgaon,9,14,10,50,HIGH
2,33,Butibori,9,13,10,50,HIGH
2,61,Burdi,10,17,4,13,LOW
2,61,Panchasheel Square,10,10,15,8,LOW
2,61,Rahate Colony,10,24,7,25,MEDIUM
2,61,Ajni Square,10,10,13,22,MEDIUM
2,61,Chatrapati Square,10,13,16,19,MEDIUM
2,61,Ujjwal Nagar,10,21,5,35,HIGH
2,61,Airport,10,9,8,36,HIGH
2,61,Chinchbhavan,10,9,9,36,HIGH
2,61,Khapri,10,17,6,47,HIGH
2,61,Ashokwan,10,15,11,50,HIGH
2,61,Mohgaon,10,14,11,50,HIGH
2,61,Butibori,10,17,11,50,HIGH
2,45,Burdi,10,17,5,12,LOW
2,45,Panchasheel Square,10,8,12,8,LOW
2,45,Rahate Colony,10,17,4,21,MEDIUM
2,45,Ajni Square,10,9,12,18,MEDIUM
2,45,Chatrapati Square,10,10,10,18,MEDIUM
2,45,Ujjwal Nagar,10,21,7,32,MEDIUM
2,45,Airport,10,9,12,29,MEDIUM
2,45,Chinchbhavan,10,10,6,33,MEDIUM
2,45,Khapri,10,8,6,35,HIGH
2,45,Ashokwan,10,12,8,39,HIGH
2,45,Mohgaon,10,8,5,42,HIGH
2,45,Butibori,10,8,10,40,HIGH
2,33,Burdi,10,20,5,15,MEDIUM
2,33,Panchasheel Square,10,10,16,9,LOW
2,33,Rahate Colony,10,16,3,22,MEDIUM
2,33,Ajni Square,10,13,14,21,MEDIUM
2,33,Chatrapati Square,10,10,14,17,MEDIUM
2,33,Ujjwal Nagar,10,16,6,27,MEDIUM
2,33,Airport,10,9,9,27,MEDIUM
2,33,Chinchbhavan,10,14,11,30,MEDIUM
2,33,Khapri,10,17,9,38,HIGH
2,33,Ashokwan,10,8,10,36,HIGH
2,33,Mohgaon,10,11,9,38,HIGH
2,33,Butibori,10,16,9,45,HIGH
2,61,Burdi,11,3,6,0,LOW
2,61,Panchasheel Square,11,4,5,0,LOW
2,61,Rahate Colony,11,8,5,3,LOW
2,61,Ajni Square,11,5,4,4,LOW
2,61,Chatrapati Square,11,6,9,1,LOW
2,61,Ujjwal Nagar,11,4,7,0,LOW
2,61,Airport,11,9,9,0,LOW
2,61,Chinchbhavan,11,8,9,0,LOW
2,61,Khapri,11,5,3,2,LOW
2,61,Ashokwan,11,8,8,2,LOW
2,61,Mohgaon,11,5,7,0,LOW
2,61,Butibori,11,5,6,0,LOW
2,45,Burdi,11,4,4,0,LOW
2,45,Panchasheel Square,11,9,9,0,LOW
2,45,Rahate Colony,11,9,4,5,LOW
2,45,Ajni Square,11,9,8,6,LOW
2,45,Chatrapati Square,11,5,6,5,LOW
2,45,Ujjwal Nagar,11,4,5,4,LOW
2,45,Airport,11,9,3,10,LOW
2,45,Chinchbhavan,11,4,8,6,LOW
2,45,Khapri,11,8,6,8,LOW
2,45,Ashokwan,11,8,6,10,LOW
2,45,Mohgaon,11,7,8,9,LOW
2,45,Butibori,11,4,4,9,LOW
2,33,Burdi,11,3,3,0,LOW
2,33,Panchasheel Square,11,3,9,0,LOW
2,33,Rahate Colony,11,9,4,5,LOW
2,33,Ajni Square,11,7,6,6,LOW
2,33,Chatrapati Square,11,7,5,8,LOW
2,33,Ujjwal Nagar,11,7,4,11,LOW
2,33,Airport,11,6,3,14,LOW
2,33,Chinchbhavan,11,5,5,14,LOW
2,33,Khapri,11,6,7,13,LOW
2,33,Ashokwan,11,4,4,13,LOW
2,33,Mohgaon,11,7,5,15,MEDIUM
2,33,Butibori,11,6,3,18,MEDIUM
2,61,Burdi,12,6,4,2,LOW
2,61,Panchasheel Square,12,7,5,4,LOW
2,61,Rahate Colony,12,6,8,2,LOW
2,61,Ajni Square,12,6,3,5,LOW
2,61,Chatrapati Square,12,8,8,5,LOW
2,61,Ujjwal Nagar,12,8,6,7,LOW
2,61,Airport,12,7,7,7,LOW
2,61,Chinchbhavan,12,7,4,10,LOW
2,61,Khapri,12,3,7,6,LOW
2,61,Ashokwan,12,4,4,6,LOW
2,61,Mohgaon,12,5,6,5,LOW
2,61,Butibori,12,4,5,4,LOW
2,45,Burdi,12,9,8,1,LOW
2,45,Panchasheel Square,12,3,5,0,LOW
2,45,Rahate Colony,12,6,9,0,LOW
2,45,Ajni Square,12,9,7,2,LOW
2,45,Chatrapati Square,12,3,4,1,LOW
2,45,Ujjwal Nagar,12,3,6,0,LOW
2,45,Airport,12,9,4,5,LOW
2,45,Chinchbhavan,12,5,4,6,LOW
2,45,Khapri,12,5,9,2,LOW
2,45,Ashokwan,12,7,6,3,LOW
2,45,Mohgaon,12,8,4,7,LOW
2,45,Butibori,12,3,8,2,LOW
2,33,Burdi,12,3,4,0,LOW
2,33,Panchasheel Square,12,7,6,1,LOW
2,33,Rahate Colony,12,7,5,3,LOW
2,33,Ajni Square,12,5,8,0,LOW
2,33,Chatrapati Square,12,9,6,3,LOW
2,33,Ujjwal Nagar,12,9,4,8,LOW
2,33,Airport,12,7,8,7,LOW
2,33,Chinchbhavan,12,3,6,4,LOW
2,33,Khapri,12,6,7,3,LOW
2,33,Ashokwan,12,7,5,5,LOW
2,33,Mohgaon,12,9,5,9,LOW
2,33,Butibori,12,7,7,9,LOW
2,61,Burdi,13,3,9,0,LOW
2,61,Panchasheel Square,13,3,4,0,LOW
2,61,Rahate Colony,13,3,5,0,LOW
2,61,Ajni Square,13,5,8,0,LOW
2,61,Chatrapati Square,13,9,8,1,LOW
2,61,Ujjwal Nagar,13,5,8,0,LOW
2,61,Airport,13,5,9,0,LOW
2,61,Chinchbhavan,13,4,7,0,LOW
2,61,Khapri,13,5,6,0,LOW
2,61,Ashokwan,13,6,8,0,LOW
2,61,Mohgaon,13,6,8,0,LOW
2,61,Butibori,13,4,5,0,LOW
2,45,Burdi,13,3,3,0,LOW
2,45,Panchasheel Square,13,8,4,4,LOW
2,45,Rahate Colony,13,8,3,9,LOW
2,45,Ajni Square,13,7,9,7,LOW
2,45,Chatrapati Square,13,3,5,5,LOW
2,45,Ujjwal Nagar,13,4,6,3,LOW
2,45,Airport,13,5,6,2,LOW
2,45,Chinchbhavan,13,4,4,2,LOW
2,45,Khapri,13,5,7,0,LOW
2,45,Ashokwan,13,8,3,5,LOW
2,45,Mohgaon,13,3,9,0,LOW
2,45,Butibori,13,7,4,3,LOW
2,33,Burdi,13,6,8,0,LOW
2,33,Panchasheel Square,13,7,8,0,LOW
2,33,Rahate Colony,13,4,5,0,LOW
2,33,Ajni Square,13,6,8,0,LOW
2,33,Chatrapati Square,13,7,7,0,LOW
2,33,Ujjwal Nagar,13,6,3,3,LOW
2,33,Airport,13,9,3,9,LOW
2,33,Chinchbhavan,13,5,7,7,LOW
2,33,Khapri,13,9,7,9,LOW
2,33,Ashokwan,13,8,4,13,LOW
2,33,Mohgaon,13,8,6,15,MEDIUM
2,33,Butibori,13,3,8,10,LOW
2,61,Burdi,14,5,3,2,LOW
2,61,Panchasheel Square,14,8,8,2,LOW
2,61,Rahate Colony,14,9,9,2,LOW
2,61,Ajni Square,14,6,9,0,LOW
2,61,Chatrapati Square,14,5,4,1,LOW
2,61,Ujjwal Nagar,14,8,4,5,LOW
2,61,Airport,14,9,7,7,LOW
2,61,Chinchbhavan,14,9,8,8,LOW
2,61,Khapri,14,8,3,13,LOW
2,61,Ashokwan,14,4,9,8,LOW
2,61,Mohgaon,14,7,5,10,LOW
2,61,Butibori,14,6,4,12,LOW
2,45,Burdi,14,7,8,0,LOW
2,45,Panchasheel Square,14,5,5,0,LOW
2,45,Rahate Colony,14,3,8,0,LOW
2,45,Ajni Square,14,4,3,1,LOW
2,45,Chatrapati Square,14,9,5,5,LOW
2,45,Ujjwal Nagar,14,6,4,7,LOW
2,45,Airport,14,5,6,6,LOW
2,45,Chinchbhavan,14,6,5,7,LOW
2,45,Khapri,14,5,4,8,LOW
2,45,Ashokwan,14,7,7,8,LOW
2,45,Mohgaon,14,5,8,5,LOW
2,45,Butibori,14,6,9,2,LOW
2,33,Burdi,14,5,5,0,LOW
2,33,Panchasheel Square,14,9,5,4,LOW
2,33,Rahate Colony,14,5,8,1,LOW
2,33,Ajni Square,14,5,3,3,LOW
2,33,Chatrapati Square,14,6,8,1,LOW
2,33,Ujjwal Nagar,14,5,5,1,LOW
2,33,Airport,14,9,9,1,LOW
2,33,Chinchbhavan,14,5,6,0,LOW
2,33,Khapri,14,3,5,0,LOW
2,33,Ashokwan,14,8,7,1,LOW
2,33,Mohgaon,14,7,6,2,LOW
2,33,Butibori,14,6,5,3,LOW
2,61,Burdi,15,5,4,1,LOW
2,61,Panchasheel Square,15,5,8,0,LOW
2,61,Rahate Colony,15,4,4,0,LOW
2,61,Ajni Square,15,4,6,0,LOW
2,61,Chatrapati Square,15,8,5,3,LOW
2,61,Ujjwal Nagar,15,8,6,5,LOW
2,61,Airport,15,3,7,1,LOW
2,61,Chinchbhavan,15,8,3,6,LOW
2,61,Khapri,15,9,9,6,LOW
2,61,Ashokwan,15,9,3,12,LOW
2,61,Mohgaon,15,4,3,13,LOW
2,61,Butibori,15,9,6,16,MEDIUM
2,45,Burdi,15,7,7,0,LOW
2,45,Panchasheel Square,15,7,4,3,LOW
2,45,Rahate Colony,15,6,9,0,LOW
2,45,Ajni Square,15,9,7,2,LOW
2,45,Chatrapati Square,15,7,3,6,LOW
2,45,Ujjwal Nagar,15,8,4,10,LOW
2,45,Airport,15,3,5,8,LOW
2,45,Chinchbhavan,15,8,9,7,LOW
2,45,Khapri,15,9,8,8,LOW
2,45,Ashokwan,15,7,7,8,LOW
2,45,Mohgaon,15,7,6,9,LOW
2,45,Butibori,15,4,6,7,LOW
2,33,Burdi,15,3,5,0,LOW
2,33,Panchasheel Square,15,5,5,0,LOW
2,33,Rahate Colony,15,3,4,0,LOW
2,33,Ajni Square,15,4,8,0,LOW
2,33,Chatrapati Square,15,8,9,0,LOW
2,33,Ujjwal Nagar,15,9,4,5,LOW
2,33,Airport,15,7,7,5,LOW
2,33,Chinchbhavan,15,4,3,6,LOW
2,33,Khapri,15,9,7,8,LOW
2,33,Ashokwan,15,7,6,9,LOW
2,33,Mohgaon,15,3,4,8,LOW
2,33,Butibori,15,6,5,9,LOW
2,61,Burdi,16,7,6,1,LOW
2,61,Panchasheel Square,16,8,7,2,LOW
2,61,Rahate Colony,16,7,9,0,LOW
2,61,Ajni Square,16,5,6,0,LOW
2,61,Chatrapati Square,16,7,5,2,LOW
2,61,Ujjwal Nagar,16,8,8,2,LOW
2,61,Airport,16,6,9,0,LOW
2,61,Chinchbhavan,16,6,8,0,LOW
2,61,Khapri,16,7,7,0,LOW
2,61,Ashokwan,16,6,6,0,LOW
2,61,Mohgaon,16,8,6,2,LOW
2,61,Butibori,16,7,4,5,LOW
2,45,Burdi,16,3,3,0,LOW
2,45,Panchasheel Square,16,7,7,0,LOW
2,45,Rahate Colony,16,3,3,0,LOW
2,45,Ajni Square,16,4,5,0,LOW
2,45,Chatrapati Square,16,9,7,2,LOW
2,45,Ujjwal Nagar,16,6,4,4,LOW
2,45,Airport,16,3,6,1,LOW
2,45,Chinchbhavan,16,8,4,5,LOW
2,45,Khapri,16,4,5,4,LOW
2,45,Ashokwan,16,6,4,6,LOW
2,45,Mohgaon,16,5,7,4,LOW
2,45,Butibori,16,4,6,2,LOW
2,33,Burdi,16,4,9,0,LOW
2,33,Panchasheel Square,16,4,4,0,LOW
2,33,Rahate Colony,16,7,7,0,LOW
2,33,Ajni Square,16,9,6,3,LOW
2,33,Chatrapati Square,16,6,9,0,LOW
2,33,Ujjwal Nagar,16,6,7,0,LOW
2,33,Airport,16,5,6,0,LOW
2,33,Chinchbhavan,16,3,7,0,LOW
2,33,Khapri,16,3,4,0,LOW
2,33,Ashokwan,16,9,6,3,LOW
2,33,Mohgaon,16,9,9,3,LOW
2,33,Butibori,16,9,9,3,LOW
2,61,Burdi,17,7,20,0,LOW
2,61,Panchasheel Square,17,14,12,2,LOW
2,61,Rahate Colony,17,4,21,0,LOW
2,61,Ajni Square,17,13,13,0,LOW
2,61,Chatrapati Square,17,13,14,0,LOW
2,61,Ujjwal Nagar,17,3,15,0,LOW
2,61,Airport,17,13,7,6,LOW
2,61,Chinchbhavan,17,6,9,3,LOW
2,61,Khapri,17,6,15,0,LOW
2,61,Ashokwan,17,7,17,0,LOW
2,61,Mohgaon,17,8,8,0,LOW
2,61,Butibori,17,9,8,1,LOW
2,45,Burdi,17,3,22,0,LOW
2,45,Panchasheel Square,17,18,9,9,LOW
2,45,Rahate Colony,17,3,24,0,LOW
2,45,Ajni Square,17,13,9,4,LOW
2,45,Chatrapati Square,17,17,13,8,LOW
2,45,Ujjwal Nagar,17,6,19,0,LOW
2,45,Airport,17,12,7,5,LOW
2,45,Chinchbhavan,17,6,8,3,LOW
2,45,Khapri,17,5,11,0,LOW
2,45,Ashokwan,17,8,12,0,LOW
2,45,Mohgaon,17,8,14,0,LOW
2,45,Butibori,17,7,14,0,LOW
2,33,Burdi,17,5,22,0,LOW
2,33,Panchasheel Square,17,11,13,0,LOW
2,33,Rahate Colony,17,3,17,0,LOW
2,33,Ajni Square,17,18,11,7,LOW
2,33,Chatrapati Square,17,11,10,8,LOW
2,33,Ujjwal Nagar,17,7,19,0,LOW
2,33,Airport,17,13,6,7,LOW
2,33,Chinchbhavan,17,7,10,4,LOW
2,33,Khapri,17,6,16,0,LOW
2,33,Ashokwan,17,6,13,0,LOW
2,33,Mohgaon,17,5,17,0,LOW
2,33,Butibori,17,7,15,0,LOW
2,61,Burdi,18,4,19,0,LOW
2,61,Panchasheel Square,18,12,13,0,LOW
2,61,Rahate Colony,18,4,24,0,LOW
2,61,Ajni Square,18,19,10,9,LOW
2,61,Chatrapati Square,18,12,13,8,LOW
2,61,Ujjwal Nagar,18,7,20,0,LOW
2,61,Airport,18,12,7,5,LOW
2,61,Chinchbhavan,18,5,9,1,LOW
2,61,Khapri,18,6,8,0,LOW
2,61,Ashokwan,18,6,8,0,LOW
2,61,Mohgaon,18,6,10,0,LOW
2,61,Butibori,18,10,12,0,LOW
2,45,Burdi,18,4,24,0,LOW
2,45,Panchasheel Square,18,16,14,2,LOW
2,45,Rahate Colony,18,6,21,0,LOW
2,45,Ajni Square,18,19,12,7,LOW
2,45,Chatrapati Square,18,19,13,13,LOW
2,45,Ujjwal Nagar,18,5,15,3,LOW
2,45,Airport,18,13,11,5,LOW
2,45,Chinchbhavan,18,10,14,1,LOW
2,45,Khapri,18,5,9,0,LOW
2,45,Ashokwan,18,10,11,0,LOW
2,45,Mohgaon,18,6,10,0,LOW
2,45,Butibori,18,10,16,0,LOW
2,33,Burdi,18,6,19,0,LOW
2,33,Panchasheel Square,18,18,14,4,LOW
2,33,Rahate Colony,18,5,22,0,LOW
2,33,Ajni Square,18,11,14,0,LOW
2,33,Chatrapati Square,18,13,9,4,LOW
2,33,Ujjwal Nagar,18,7,15,0,LOW
2,33,Airport,18,14,10,4,LOW
2,33,Chinchbhavan,18,11,13,2,LOW
2,33,Khapri,18,6,13,0,LOW
2,33,Ashokwan,18,5,9,0,LOW
2,33,Mohgaon,18,6,10,0,LOW
2,33,Butibori,18,11,13,0,LOW
2,61,Burdi,19,4,15,0,LOW
2,61,Panchasheel Square,19,14,9,5,LOW
2,61,Rahate Colony,19,5,22,0,LOW
2,61,Ajni Square,19,10,12,0,LOW
2,61,Chatrapati Square,19,17,9,8,LOW
2,61,Ujjwal Nagar,19,5,16,0,LOW
2,61,Airport,19,13,5,8,LOW
2,61,Chinchbhavan,19,9,8,9,LOW
2,61,Khapri,19,5,15,0,LOW
2,61,Ashokwan,19,7,10,0,LOW
2,61,Mohgaon,19,9,15,0,LOW
2,61,Butibori,19,6,16,0,LOW
2,45,Burdi,19,7,16,0,LOW
2,45,Panchasheel Square,19,14,11,3,LOW
2,45,Rahate Colony,19,5,21,0,LOW
2,45,Ajni Square,19,13,12,1,LOW
2,45,Chatrapati Square,19,12,11,2,LOW
2,45,Ujjwal Nagar,19,7,17,0,LOW
2,45,Airport,19,10,8,2,LOW
2,45,Chinchbhavan,19,8,13,0,LOW
2,45,Khapri,19,8,9,0,LOW
2,45,Ashokwan,19,8,11,0,LOW
2,45,Mohgaon,19,7,17,0,LOW
2,45,Butibori,19,7,8,0,LOW
2,33,Burdi,19,4,16,0,LOW
2,33,Panchasheel Square,19,17,11,6,LOW
2,33,Rahate Colony,19,5,21,0,LOW
2,33,Ajni Square,19,11,12,0,LOW
2,33,Chatrapati Square,19,17,10,7,LOW
2,33,Ujjwal Nagar,19,7,24,0,LOW
2,33,Airport,19,8,6,2,LOW
2,33,Chinchbhavan,19,5,11,0,LOW
2,33,Khapri,19,11,8,3,LOW
2,33,Ashokwan,19,11,14,0,LOW
2,33,Mohgaon,19,10,14,0,LOW
2,33,Butibori,19,7,17,0,LOW
2,61,Burdi,20,5,23,0,LOW
2,61,Panchasheel Square,20,15,14,1,LOW
2,61,Rahate Colony,20,5,21,0,LOW
2,61,Ajni Square,20,16,11,5,LOW
2,61,Chatrapati Square,20,12,11,6,LOW
2,61,Ujjwal Nagar,20,6,24,0,LOW
2,61,Airport,20,14,9,5,LOW
2,61,Chinchbhavan,20,11,8,8,LOW
2,61,Khapri,20,7,16,0,LOW
2,61,Ashokwan,20,7,10,0,LOW
2,61,Mohgaon,20,9,13,0,LOW
2,61,Butibori,20,11,9,2,LOW
2,45,Burdi,20,5,22,0,LOW
2,45,Panchasheel Square,20,13,13,0,LOW
2,45,Rahate Colony,20,6,16,0,LOW
2,45,Ajni Square,20,14,13,1,LOW
2,45,Chatrapati Square,20,14,10,5,LOW
2,45,Ujjwal Nagar,20,3,21,0,LOW
2,45,Airport,20,11,9,2,LOW
2,45,Chinchbhavan,20,11,9,4,LOW
2,45,Khapri,20,7,10,1,LOW
2,45,Ashokwan,20,8,11,0,LOW
2,45,Mohgaon,20,6,14,0,LOW
2,45,Butibori,20,11,9,2,LOW
2,33,Burdi,20,7,22,0,LOW
2,33,Panchasheel Square,20,17,8,9,LOW
2,33,Rahate Colony,20,3,24,0,LOW
2,33,Ajni Square,20,15,13,2,LOW
